"design_id","scenario_id_module","innovation_module","module","panel","series","phi_module","N_module","M_module","Q_module","x_order","alpha_nominal","C_nominal","note","innovation_label_module","dist_code","skewness","excess_kurtosis","assumption_status_module","severity_group","phi_label_module","alpha_effective","L_module","seed","scenario_id_result","innovation_result","innovation_label_result","assumption_status_result","phi_result","phi_label_result","N_result","M_result","Q_result","L_result","B_point","burn_in","b_true","mean_b_hat","bias_b_hat","rmse_b_hat","nu_true","mean_nu_hat","bias_nu_hat","rmse_nu_hat","sigma_nonpositive_rate","truncation_rate","convex_failure_rate"
"centered_gamma4_phi020_N1024_M32_Q32","centered_gamma4_phi020_N1024","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,13,922585231,"centered_gamma4_phi020_N1024","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",1024,32,32,13,100000,11,0.416666666666667,0.0775152168742016,-0.339151449792465,1.88487498516151,0.987380932996825,0.99755174333635,0.0101708103395248,0.0569286909045536,0,0.00024,0
"centered_gamma4_phi020_N4096_M256_Q16","centered_gamma4_phi020_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.666666666666667,17,1847110801,"centered_gamma4_phi020_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",4096,256,16,17,100000,11,0.416666666666667,0.274126279181631,-0.142540387485035,1.2942963082589,0.998473965857529,0.998994572813325,0.000520606955795366,0.00473938103715831,0,0,0
"centered_gamma4_phi020_N4096_M64_Q64","centered_gamma4_phi020_N4096","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,17,1847110801,"centered_gamma4_phi020_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",4096,64,64,17,100000,11,0.416666666666667,0.274126279181631,-0.142540387485035,1.2942963082589,0.993590656601624,0.995777205815962,0.00218654921433825,0.0199054003560649,0,0,0
"centered_gamma4_phi020_N4096_M64_Q64","centered_gamma4_phi020_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,17,1847110801,"centered_gamma4_phi020_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",4096,64,64,17,100000,11,0.416666666666667,0.274126279181631,-0.142540387485035,1.2942963082589,0.993590656601624,0.995777205815962,0.00218654921433825,0.0199054003560649,0,0,0
"centered_gamma4_phi020_N4096_M16_Q256","centered_gamma4_phi020_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.333333333333333,8,1847110801,"centered_gamma4_phi020_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",4096,16,256,8,100000,11,0.416666666666667,0.385276798520371,-0.0313898681462959,0.394054275121516,0.974057419578171,0.976009659751379,0.00195224017320716,0.0245356933808193,0,0,0
"centered_gamma4_phi020_N8100_M90_Q90","centered_gamma4_phi020_N8100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.2","centered_gamma4, phi = 0.2",0.2,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.2",0.5,19,1556155521,"centered_gamma4_phi020_N8100","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.2,"phi = 0.2",8100,90,90,19,100000,11,0.416666666666667,0.334008894414305,-0.082657772252362,1.06528594899735,0.995421575183909,0.996328344157546,0.000906768973637062,0.0117051268257734,0,0,0
"centered_gamma4_phi050_N64_M8_Q8","centered_gamma4_phi050_N64","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,4,2140086997,"centered_gamma4_phi050_N64","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",64,8,8,4,100000,24,1.33333333333333,0.852825708051368,-0.480507625281965,0.962244645623635,0.851728723404255,0.904262473211992,0.0525337498077372,0.105011093560841,0.00011,0.00454,0.01263
"centered_gamma4_phi050_N100_M10_Q10","centered_gamma4_phi050_N100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.5","centered_gamma4, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.5",0.5,5,28603459,"centered_gamma4_phi050_N100","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.5,"phi = 0.5",100,10,10,5,100000,24,1.33333333333333,0.919220379436051,-0.414112953897282,1.05622242369959,0.878510346283784,0.915647171951063,0.0371368256672796,0.0948267730219301,4e-05,0.00325,0.00315
"centered_gamma4_phi080_N4096_M16_Q256","centered_gamma4_phi080_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.333333333333333,8,1907152801,"centered_gamma4_phi080_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",4096,16,256,8,100000,73,4.44444444444445,2.93687814393971,-1.50756630050474,1.51155159756922,0.73083397719291,0.81703075311911,0.0861967759262003,0.0864676316085414,0,0,0
"centered_gamma4_phi080_N4096_M64_Q64","centered_gamma4_phi080_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,17,1907152801,"centered_gamma4_phi080_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.0296906100123,-0.414753834432145,0.73021727892615,0.931566413397188,0.93795749838914,0.00639108499195173,0.0112525525288762,0,0,0
"centered_gamma4_phi080_N4096_M64_Q64","centered_gamma4_phi080_N4096","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,17,1907152801,"centered_gamma4_phi080_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.0296906100123,-0.414753834432145,0.73021727892615,0.931566413397188,0.93795749838914,0.00639108499195173,0.0112525525288762,0,0,0
"centered_gamma4_phi080_N4096_M256_Q16","centered_gamma4_phi080_N4096","centered_gamma4","fixed_N_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.666666666666667,17,1907152801,"centered_gamma4_phi080_N4096","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",4096,256,16,17,100000,73,4.44444444444445,4.0296906100123,-0.414753834432145,0.73021727892615,0.983706278514013,0.985227975806938,0.00152169729292539,0.00267918507478402,0,0,3e-05
"centered_gamma4_phi080_N400_M20_Q20","centered_gamma4_phi080_N400","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,10,358625359,"centered_gamma4_phi080_N400","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",400,20,20,10,100000,73,4.44444444444445,3.17275275035371,-1.27169169409074,1.42860572598281,0.789107688774397,0.848037877312697,0.0589301885382992,0.0667515811903649,0,0,1e-05
"centered_gamma4_phi080_N1024_M32_Q32","centered_gamma4_phi080_N1024","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,13,982627231,"centered_gamma4_phi080_N1024","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",1024,32,32,13,100000,73,4.44444444444445,3.62856912542101,-0.815875319023439,1.06614168583135,0.864975383661746,0.88974603543465,0.0247706517729036,0.0324183213802291,0,0,0
"centered_gamma4_phi080_N8100_M90_Q90","centered_gamma4_phi080_N8100","centered_gamma4","regular_distribution_dependence","centered_gamma4_phi_0.8","centered_gamma4, phi = 0.8",0.8,8100,90,90,8100,0.5,NA,"Balanced distribution/dependence design","Centered Gamma(4)",3,1,1.5,"inside formal moment assumptions","regular","phi = 0.8",0.5,19,1616197521,"centered_gamma4_phi080_N8100","centered_gamma4","Centered Gamma(4)","inside formal moment assumptions",0.8,"phi = 0.8",8100,90,90,19,100000,73,4.44444444444445,4.14925005599719,-0.295194388447254,0.615787568985768,0.951139171106639,0.954385712064421,0.00324654095778254,0.00677273879689088,0,0,0
"contaminated_normal_phi080_N4096_M64_Q64","contaminated_normal_phi080_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,17,1907152902,"contaminated_normal_phi080_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.02966624975408,-0.414778194690367,0.729381370612706,0.931566413397188,0.93795787847907,0.00639146508188249,0.0112396790930908,0,0,0
"contaminated_normal_phi080_N4096_M64_Q64","contaminated_normal_phi080_N4096","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,17,1907152902,"contaminated_normal_phi080_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.02966624975408,-0.414778194690367,0.729381370612706,0.931566413397188,0.93795787847907,0.00639146508188249,0.0112396790930908,0,0,0
"contaminated_normal_phi080_N4096_M256_Q16","contaminated_normal_phi080_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.666666666666667,17,1907152902,"contaminated_normal_phi080_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",4096,256,16,17,100000,73,4.44444444444445,4.02966624975408,-0.414778194690367,0.729381370612706,0.983706278514013,0.985228066304541,0.00152178779052825,0.00267611997813594,0,0,3e-05
"contaminated_normal_phi080_N4096_M16_Q256","contaminated_normal_phi080_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.333333333333333,8,1907152902,"contaminated_normal_phi080_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",4096,16,256,8,100000,73,4.44444444444445,2.93711465027815,-1.5073297941663,1.51129066620933,0.73083397719291,0.817016009228943,0.0861820320360334,0.0864512320541096,0,0,0
"contaminated_normal_phi050_N225_M15_Q15","contaminated_normal_phi050_N225","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,7,153603935,"contaminated_normal_phi050_N225","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",225,15,15,7,100000,24,1.33333333333333,1.01897433564932,-0.314358997684015,1.15846091224261,0.916545202764065,0.935963538506999,0.0194183357429344,0.0720102464783799,0,0.00122,0.00011
"contaminated_normal_phi050_N400_M20_Q20","contaminated_normal_phi050_N400","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,10,328604460,"contaminated_normal_phi050_N400","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",400,20,20,10,100000,24,1.33333333333333,0.957606300135642,-0.375727033197691,1.66581044982984,0.936454913289252,0.954091796208694,0.0176368829194424,0.078899463623987,0,0.00104,0
"contaminated_normal_phi050_N1024_M32_Q32","contaminated_normal_phi050_N1024","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,13,952606332,"contaminated_normal_phi050_N1024","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",1024,32,32,13,100000,24,1.33333333333333,1.07089756203148,-0.262435771301851,1.51018655062369,0.959582790100979,0.967480830007229,0.00789803990624993,0.0457254655307646,0,5e-05,0
"contaminated_normal_phi050_N4096_M64_Q64","contaminated_normal_phi050_N4096","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,17,1877131902,"contaminated_normal_phi050_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.22380166388569,-0.109531669447643,1.09475488641844,0.979485509605992,0.981166794361615,0.00168128475562346,0.0168453393962206,0,0,0
"contaminated_normal_phi050_N4096_M64_Q64","contaminated_normal_phi050_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,17,1877131902,"contaminated_normal_phi050_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.22380166388569,-0.109531669447643,1.09475488641844,0.979485509605992,0.981166794361615,0.00168128475562346,0.0168453393962206,0,0,0
"contaminated_normal_phi050_N4096_M256_Q16","contaminated_normal_phi050_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.666666666666667,17,1877131902,"contaminated_normal_phi050_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",4096,256,16,17,100000,24,1.33333333333333,1.22380166388569,-0.109531669447643,1.09475488641844,0.995115597525236,0.995515903419432,0.000400305894195929,0.00401079509433825,0,0,6e-05
"contaminated_normal_phi050_N4096_M16_Q256","contaminated_normal_phi050_N4096","contaminated_normal","fixed_N_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.333333333333333,8,1877131902,"contaminated_normal_phi050_N4096","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",4096,16,256,8,100000,24,1.33333333333333,1.29223700198893,-0.0410963313444073,0.278056894696051,0.916966429908824,0.919524135630007,0.00255770572118286,0.0173208256536716,0,0,0
"contaminated_normal_phi080_N64_M8_Q8","contaminated_normal_phi080_N64","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,4,22624452,"contaminated_normal_phi080_N64","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",64,8,8,4,100000,73,4.44444444444445,1.71506261668705,-2.7293818277574,2.74414989031772,0.577774396815308,0.807101821218008,0.229327424402699,0.231606125736314,0,5e-05,0.03537
"contaminated_normal_phi080_N100_M10_Q10","contaminated_normal_phi080_N100","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,5,58624560,"contaminated_normal_phi080_N100","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",100,10,10,5,100000,73,4.44444444444445,2.03736406621061,-2.40708037823384,2.42928707751864,0.631336829017274,0.812721726477166,0.181384897459892,0.183932269914736,0,0,0.00969
"contaminated_normal_phi080_N225_M15_Q15","contaminated_normal_phi080_N225","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,225,15,15,225,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,7,183624935,"contaminated_normal_phi080_N225","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",225,15,15,7,100000,73,4.44444444444445,2.59661796309518,-1.84782648134926,1.89049035834654,0.728519205669168,0.836500765292894,0.107981559623726,0.110921550615735,0,0,0.00037
"contaminated_normal_phi050_N64_M8_Q8","contaminated_normal_phi050_N64","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,64,8,8,64,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,4,2140087098,"contaminated_normal_phi050_N64","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",64,8,8,4,100000,24,1.33333333333333,0.874401507155395,-0.458931826177938,0.918329515985714,0.851728723404255,0.901945251095784,0.0502165276915292,0.100212014979349,5e-05,0.00471,0.01228
"contaminated_normal_phi050_N100_M10_Q10","contaminated_normal_phi050_N100","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.5","contaminated_normal, phi = 0.5",0.5,100,10,10,100,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.5",0.5,5,28603560,"contaminated_normal_phi050_N100","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.5,"phi = 0.5",100,10,10,5,100000,24,1.33333333333333,0.937068475201196,-0.396264858132137,1.01521277878393,0.878510346283784,0.914074449391879,0.0355641031080947,0.0911447499442427,3e-05,0.00319,0.00327
"contaminated_normal_phi080_N1024_M32_Q32","contaminated_normal_phi080_N1024","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,1024,32,32,1024,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,13,982627332,"contaminated_normal_phi080_N1024","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",1024,32,32,13,100000,73,4.44444444444445,3.62861907512765,-0.815825369316796,1.06715389694948,0.864975383661746,0.889744445924271,0.0247690622625248,0.0324488644007199,0,0,0
"contaminated_normal_phi080_N400_M20_Q20","contaminated_normal_phi080_N400","contaminated_normal","extreme_distribution_dependence","contaminated_normal_phi_0.8","contaminated_normal, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Contaminated normal",4,0,16.9586776859504,"inside formal moment assumptions","extreme","phi = 0.8",0.5,10,358625460,"contaminated_normal_phi080_N400","contaminated_normal","Contaminated normal","inside formal moment assumptions",0.8,"phi = 0.8",400,20,20,10,100000,73,4.44444444444445,3.17780879801278,-1.26663564643167,1.41999260793869,0.789107688774397,0.84779527403132,0.0586875852569222,0.0663337242675239,0,0,0
"centered_gamma05_phi050_N4096_M256_Q16","centered_gamma05_phi050_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5",0.666666666666667,17,1877132003,"centered_gamma05_phi050_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.5,"phi = 0.5",4096,256,16,17,100000,24,1.33333333333333,1.22578498943132,-0.107548343902018,1.0947691309175,0.995115597525236,0.995508635503001,0.000393037977765354,0.00401085672580766,0,0,2e-05
"centered_gamma05_phi050_N4096_M16_Q256","centered_gamma05_phi050_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,16,256,16,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5",0.333333333333333,8,1877132003,"centered_gamma05_phi050_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.5,"phi = 0.5",4096,16,256,8,100000,24,1.33333333333333,1.29310447034163,-0.0402288629917023,0.277717111971881,0.916966429908824,0.919470098333468,0.00250366842464389,0.0172997368480216,0,0,0
"centered_gamma05_phi050_N4096_M64_Q64","centered_gamma05_phi050_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5",0.5,17,1877132003,"centered_gamma05_phi050_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.22578498943132,-0.107548343902018,1.0947691309175,0.979485509605992,0.981136269112607,0.00165075950661542,0.0168455982483922,0,0,0
"centered_gamma05_phi050_N4096_M64_Q64","centered_gamma05_phi050_N4096","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.5","centered_gamma05, phi = 0.5",0.5,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.5",0.5,17,1877132003,"centered_gamma05_phi050_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.5,"phi = 0.5",4096,64,64,17,100000,24,1.33333333333333,1.22578498943132,-0.107548343902018,1.0947691309175,0.979485509605992,0.981136269112607,0.00165075950661542,0.0168455982483922,0,0,0
"centered_gamma05_phi080_N400_M20_Q20","centered_gamma05_phi080_N400","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,400,20,20,400,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8",0.5,10,358625561,"centered_gamma05_phi080_N400","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.8,"phi = 0.8",400,20,20,10,100000,73,4.44444444444445,3.17719007744911,-1.26725436699534,1.4161640400492,0.789107688774397,0.847826630812294,0.0587189420378971,0.0661477510455825,0,0,2e-05
"centered_gamma05_phi080_N4096_M64_Q64","centered_gamma05_phi080_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,64,64,64,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8",0.5,17,1907153003,"centered_gamma05_phi080_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.0242011907061,-0.420243253738345,0.731938145918405,0.931566413397188,0.938042104424308,0.00647569102712042,0.0112790842312455,0,0,0
"centered_gamma05_phi080_N4096_M64_Q64","centered_gamma05_phi080_N4096","centered_gamma05","extreme_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,64,64,4096,0.5,NA,"Balanced extreme-distribution design","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8",0.5,17,1907153003,"centered_gamma05_phi080_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.8,"phi = 0.8",4096,64,64,17,100000,73,4.44444444444445,4.0242011907061,-0.420243253738345,0.731938145918405,0.931566413397188,0.938042104424308,0.00647569102712042,0.0112790842312455,0,0,0
"centered_gamma05_phi080_N4096_M256_Q16","centered_gamma05_phi080_N4096","centered_gamma05","fixed_N_distribution_dependence","centered_gamma05_phi_0.8","centered_gamma05, phi = 0.8",0.8,4096,256,16,256,NA,NA,"Fixed N=4096 distribution/dependence block comparison","Centered Gamma(1/2)",5,2.82842712474619,12,"inside formal moment assumptions","extreme","phi = 0.8",0.666666666666667,17,1907153003,"centered_gamma05_phi080_N4096","centered_gamma05","Centered Gamma(1/2)","inside formal moment assumptions",0.8,"phi = 0.8",4096,256,16,17,100000,73,4.44444444444445,4.0242011907061,-0.420243253738345,0.731938145918405,0.983706278514013,0.985248120101026,0.00154184158701309,0.00268550221083261,0,0,5e-05
